ID,Ciudad,Estrato,Edad,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo,Trabajo_remoto,Transporte1,Compartido1,Tiempo1,Transporte2,Other.1,Compartido2,Tiempo2,Tecnologia_de_vehiculo,Other.2,Cilindrada,Kilometraje,Modelo,Costo_combustible,Costo_parqueadero,Costo_mantenimiento,Costo_obligaciones,Costo_depreciación,Costo_de_transporte,Comodidad,Rapidez,Costo,Conveniencia,Seguridad_personal,Menor_riesgo_de_accidente,Razones_ambientales,Salud,"Problemas_de_salud,_por_ejemplo,_discapacidad",Compromisos_tales_como_dejar_o_recoger_pasajeros,Preferencia_Trabajo_Remoto,Economia,Tiempo,Conveniencia.1,Seguridad_personal.1,Menor_riesgo_de_accidente.1,Razones_ambientales.1,No_hay_acceso_a_transporte_publico,Salud.1,"Problemas_de_salud,_por_ejemplo_discapacidad",Compromisos_tales_como_dejar_o_recoger_pasajeros.1,Otros,Desplazamientos_extra,OTROS_TRAYECTOS,Transporte_extra,Other.3,Transporte_almuerzo,Other.4,Tren,Cable,Transporte_integrado,Alimentador_de_sistema_masivo,Tranvia,Bus_o_Colectivo,Carro_propio_uso_individual,Carro_compartido_pasajero,Carro_compartido_conductor,Motocicleta_2T,Motocicleta_4T,Motocicleta_electrica,Taxi,Bicicleta_mecanica,Bicicleta_publica,Bicicleta_electrica_personal,Patineta,A_pie_o_caminata,Uber_o_similares,Bicicletas_eléctricas_compartidas_de_la_compañía,Patinetas_eléctricas_compartidas_de_la_compañía,Motivadores,Barreras,Sede,Genero,LATITUDE,LONGITUDE,Distancia_trabajo,dFlag,Viajes_std,Viajes_lab,Viajes_tr,Co2Flag_W,Co2Flag_lab_W,Co2Anual
fwjyoosjzadqc7lt4qofwjyoosq4j6cg,Medellín,3,25,0,1,1,0,1,1,1,0,Bus o colectivo,,60,Tren,,,90,Gasolina,,180,,2016,,,,,,5000,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,0,2,Motocicleta 4T,,A pie o caminata,,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,,,B,Femenino,6.2809098,-75.5651514,3.87372669934364,1-5 KM,10,2,0,1272.46867570279,589.30559168,96812.2619039052
fwwj66i8hmh9jv0fww3fw65xhng8qno7,La Estrella,3,41,1,1,1,1,1,0,0,0,Bus o colectivo,,50,Carro compartido conductor,,2,20,Gasolina,,1600,45000,2016,,,,,,10000,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,Calidad de vida,1,,Transporte empresarial,,A pie o caminata,,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,Calidad del aire,"Inseguridad, Riesgo asociado a los accidentes en las vías",C,Masculino,6.158837,-75.643144,8.16111994089765,7-15 KM,10,0,0,2680.8214129317,0,139402.713472449
fxdrqeqiw1pmi98s233urfxdrq7bp2xn,Medellín,6,36,0,0,0,0,0,0,0,1,A pie o caminata,,60,Motocicleta 4T,,,15,Gasolina,,650,13000,2016,,,,,,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,Cercania a mi familia,1,,Taxi,,A pie o caminata,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,Disponibilidad de la bicicleta y ojala electrica,No,A,Masculino,6.1964168,-75.5710777,3.1096741135817,1-5 KM,9,0,1,0,0,0
fxpjdx35k42xnva0p3315ofxpjdx333f,Carmen de Viboral,3,24,1,1,1,1,1,0,0,0,Motocicleta 4T,,90,Bus o colectivo,,,,Gasolina,,190,28000,2017,240000,35000,1000000,500000,1000000,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,4,Transporte empresarial,,No requiero desplazarme,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,D,Femenino,6.0750482,-75.3431432,31.12237620639,>30 KM,10,4,0,14108.1464036879,542.583153385,761837.93696779
g0buekpxa6etg8gkg0buekp9tea5hse4,Medellín,2,29,1,1,1,1,0,0,1,0,Motocicleta 4T,,30,Tren,,,,Diesel,,190,25000,2018,38000,40000,300000,1300000,1500000,0,1,1,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,1,,Motocicleta 4T,,Motocicleta 4T,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Considero que la bicicleta electrica es una muy buena opción.,"Quizá por el lugar donde vivo y en las zonas donde trabajo no veo la utilidad del tran via, en general considero que los otros medios son adecuados.",A,Masculino,6.2155673,-75.6012727,3.09863318612935,1-5 KM,10,0,0,1404.64758703941,0,73041.6745260496
g0hqvha3a5yxd8fg0hqv0ahqj9l9rsu6,Itagüí,3,30,1,1,1,1,1,0,0,1,Carro compartido conductor,2,60,Transporte integrado,,,,Gasolina,,1200,42000,2017,,,,,,8000,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,"Optimización de uso de recursos, compartir mas tiempo en familia, mas tiempo disponible para actividades deportivas",0,3,Taxi,,No requiero desplazarme,,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,"Me gustaría el uso de bicicleta mecánica ya que motivada a un estilo de vida saludable, promueve las actividades físicas y contribuye al medio ambiente",EL largo trayecto entre mi casa y mi lugar de trabajo hacen que no me sienta motivada para utilizar la bicicleta como medio de transporte principal,D,Femenino,6.1690259,-75.6423526,11.8896134933936,7-15 KM,10,3,1,12139.1915744842,5033.23063035,892965.954651379
g0triz830rsvjmyacg0tr12vn1pw5lua,Medellín,3,40,1,1,1,1,1,0,0,0,Motocicleta 4T,,20,No utilizo otros medios de transporte,,,,Gasolina,,250,50000,2013,100000,60000,1000000,850000,4000000,0,1,1,1,1,0,0,1,1,0,0,0,,,,,,,,,,,,1,,Motocicleta 4T,,Motocicleta 4T,,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,la bicilcleta electrica es una excelente opcion para cuidar el medio ambiente y de una vez complementar la actividad fisica,ninguna barrera,A,Masculino,6.2595676,-75.5527305,4.59357928147927,1-5 KM,10,0,0,2082.32458184702,0,108280.878256045
g128tthnx6hc52g128d0gge2a3lpvusf,Medellín,3,37,1,1,1,1,1,1,0,1,Motocicleta 4T,,10,Bus o colectivo,,,,Gasolina,,110,20000,2014,50000,30000,800000,800000,4000000,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,ninguno,0,0,Taxi,,A pie o caminata,,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,por salud y medio ambiente,"la geografía de la ciudad, para utilizar un bicicleta por ejemplo",C,Femenino,6.2011793,-75.6010948,1.6439502523811,1-5 KM,12,0,1,894.266839543317,0,46501.8756562525
g1r7pav1dcibvycipjg1r7tbtcsvl487,Itagüí,4,42,1,1,1,1,1,0,0,1,Carro propio uso individual,,75,No utilizo otros medios de transporte,,,,Gasolina,,2000,54000,2017,400000,125000,2000000,4000000,3000000,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,0,1,Taxi,,No requiero desplazarme,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No tengo motivadores ya que yo soy el encargado de dejar a la hija en el colegio y recogerla por la tarde donde la abuela,Soy el condutor para llevar a mi esposa al trabajo y dejar la hija en el colegio,C,Masculino,6.1700459,-75.6314823,6.37417998155605,5-7 KM,10,1,1,16452.6758597599,1677.74354345,942781.808966913
g1xqcrg1c1zf1pkijg1x7466kxgybky6,Itagüí,3,29,1,1,1,1,1,0,0,0,Tren,,40,Bus o colectivo,,,60,,,,,,,,,,,6000,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,1,,Taxi,,Bus o colectivo,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,,,A,Masculino,6.1949522,-75.5998351,4.27712762500708,1-5 KM,10,0,0,1206.149990252,0,62719.7994931038
g2zw8eucp609bhg2zx6i5imcl0izgdux,Medellín,4,44,1,1,1,1,1,0,0,0,Bus o colectivo,,75,Alimentador de sistema masivo,,,55,Gasolina,,1600,0,0,,,,,,15000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,"Tranquilidad, compartir con la familia, ahorro tiempo",0,0,Bus o colectivo,,,No aplica,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,C,Femenino,6.2575854,-75.5979514,5.67170314247289,5-7 KM,10,0,0,1863.08047697446,0,96880.1848026718
g3gcgrhdvtkno1j76mmqlg3gcgrhbpxe,Sabaneta,4,45,1,1,1,1,1,1,1,0,Tren,,30,Bus o colectivo,,,50,,,,,,,,,,,6000,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,no,1,,A pie o caminata,,A pie o caminata,,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,por la rapidez de poder llegar mas temprano al trabajo,no,D,Masculino,6.1441891,-75.6189499,12.6023096677714,7-15 KM,14,0,0,4975.39185683617,0,258720.376555481
g43w0hat9nfcbfldbg4sarqvbwp6s73r,Medellín,3,28,1,1,1,1,1,1,0,0,Bus o colectivo,,60,Bus o colectivo,,,60,,,,0,0,,,,,,10000,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,"En la respuesta anterior decía también trabajar desde un lugar cerca a tu casa, sería muy bueno hablar que la mayor parte del tiempo se la pasa uno en el trasporte ya que en esta ciudad se volvió muy complicado movilizarse por la cantidad de vehículos  accidentes diarios.",1,,Bus o colectivo,,A pie o caminata,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Necesidad,No,D,Femenino,6.2392791,-75.5552303,1.46175205804268,1-5 KM,12,0,0,576.199773459049,0,29962.3882198706
g44vmyuavx04716g44vmzzfrdarbr9i8,Medellín,4,26,1,1,1,1,1,1,0,0,Bus o colectivo,,40,Tren,,,40,,,,,,,,,,,5000,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,1,,Bus o colectivo,,No requiero desplazarme,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,D,Femenino,6.2436439,-75.5624318,0.533494847296584,<1 KM,12,0,0,210.295315448693,0,10935.3564033321
g5xg79t9m3thfspey2ag5xg721tqqutw,Sabaneta,3,33,0,0,0,0,0,0,0,1,Bus o colectivo,,45,Tren,,,30,,,,,,,,,,,5000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,TENGO,1,,Tren,,Bus o colectivo,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTOY EN TRABAJO REMOTO,ESTOY EN TRABAJO REMOTO,D,Femenino,6.1570366,-75.6055083,10.6796660479328,7-15 KM,9,0,1,0,0,0
g6lhquzisxeipytz1x2c9g6lho9m4dpg,Medellín,3,52,1,1,1,1,1,1,1,0,Bus o colectivo,,60,Bus o colectivo,,,60,,,,,,,,,,,4600,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,,0,,Bus o colectivo,,Bus o colectivo,,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,B,Femenino,6.2573258,-75.6123359,5.35040480992542,5-7 KM,14,0,0,2460.55343392153,0,127948.77856392
g7xa8ysggkafqmg7v0pu71bz2ow1f277,Medellín,2,24,1,1,1,1,1,0,0,0,Motocicleta 4T,,60,No utilizo otros medios de transporte,,,,Gasolina,,125,80,2015,50000,45000,500000,800000,500000,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,,1,,Motocicleta 4T,,No requiero desplazarme,,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,Salud,La lejania de mi casa al trabajo,D,Masculino,6.2480825,-75.6029638,4.00429010689875,1-5 KM,10,0,0,1815.19273131103,0,94390.0220281734
g8cmpkhpou24nicygz1g8cmpjhux70f1,Medellín,3,51,1,1,1,1,1,1,0,0,Bus o colectivo,,30,No utilizo otros medios de transporte,,,,,,,,,,,,,,4600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,Por salud mas que todo y mas en estos momentos ya que soy hipertensa,0,0,,No aplica,No requiero desplazarme,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mi medio de transporte solo es publico,Para mi desplazamiento solo hay una ruta,D,Femenino,6.2908143,-75.5869178,5.47737413875194,5-7 KM,12,0,0,2159.09512186723,0,112272.946337096
g9mgnjqrdwmmg9g9mgnj804dcr04ze2g,Medellín,4,55,1,1,1,1,1,1,0,0,Carro compartido pasajero,2,15,Taxi,,,20,,,,,,,,,,,12000,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,,0,,Taxi,,No requiero desplazarme,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,D,Femenino,6.2456897,-75.5860978,2.12796055395856,1-5 KM,12,0,0,3295.54345857255,0,171368.259845772
g9sonp0cyq74bkys5u6dhzg9sonp2lwl,Sabaneta,3,38,1,1,1,1,1,1,1,1,Tren,,40,Transporte integrado,,,15,,,,,,,,,,,12000,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,Vivo sola con mi hija de dos años y se encuentra desescolarizada,1,,Taxi,,A pie o caminata,,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,El tiempo de desplazamiento ya que tengo una hija pequeña y necesito llegar pronto a recogerla.,Me da miedo el contagio ya que vivo con una menor y tengo una preexistencia de prediabetes en los examenes realizados el año pasado.,A,Femenino,6.1524117,-75.6175833,9.26113130586932,7-15 KM,14,0,1,3656.29463955721,0,190127.321256975
ga8b15jg335h2tvmlnga83dfmou1x67u,Bello,3,40,1,1,1,1,1,0,0,1,Carro propio uso individual,,60,Carro propio uso individual,,,60,,,,,,,,,,,10000,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,"Estar cerca de casa siempre será la mejor manera de invertir menso tiempo en desplazamiento y compartir así mas con la familia, o realizar otras actividades.",1,,Carro propio uso individual,,No requiero desplazarme,,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"solo usaria en caso de ser necesario el trasporte publico, aunque eso me implique mas tiempo, no me siento seguro en bicicletas o motos para un recorrido tan largo.","No usaria Bicicletas o motos, no me siento segura el trayecto es muy largo.",D,Femenino,6.3367288,-75.5595887,10.1176709192971,7-15 KM,10,0,1,26115.1647070809,0,1357988.56476821
gaoth7i6yj77322s47vt4oel2dgaoth7,Medellín,3,37,1,1,1,1,1,1,0,0,Bus o colectivo,,50,A pie o caminata,,,5,,,,,,,,,,,4600,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,por comodidad y menor riesgo de exposición,0,1,A pie o caminata,,No requiero desplazarme,,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,por ser mas economicos,"poca disponibilidad de transporte publico, lo que implica que no se pueda cumplir el distanciamiento",D,Femenino,6.2861177,-75.5893325,5.13091870573676,5-7 KM,12,1,0,2022.52781490252,0,105171.446374931
gatjze7pw3nomb7h7qmpgatjzema39m7,Envigado,3,59,1,1,1,1,1,0,0,0,Bicicleta mecanica,,30,A pie o caminata,,,50,Gasolina,,250,,,,,,,,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,"mas tiempo con la familia, menos estres de compartir transporte publico,",0,0,Carro compartido pasajero,,Bicicleta mecanica,,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,"menos contaminacion ambiental, la bicicleta es movilidad segura y sostenible, y ayuda a la preservación de la salud al realizar ejercicio físico","hace 3 semanas me hurtaron mi bicicleta del Centro Comercial City a donde me desplazo a laborar al CIS Comfama Envigado, las escasas ciclorutas, sitios seguros para parquear las bicicletas. En los lugares que comfama no tenga sedes propias se debe adecuar un sitio seguro para guardar las bicicletas o patinetas,  o que Comfama al alquilar con terceros que se realice un acuerdo y garantías para poder guardar las bicicletas en forma segura",D,Masculino,6.1663339,-75.5952865,9.30554966600243,7-15 KM,10,0,0,0,0,0
gbz0pf4p80lijgs5gbzbfhk50d4qk1es,Bello,3,38,1,1,1,1,0,1,1,1,Transporte integrado,,30,Tren,,,30,,,,,,,,,,,10000,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,0,16,A pie o caminata,,Tren,,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,"Me motiva la movilidad responsable y concientes, la sensación de libertad y la individualidad al transportarme",Al adquisición de algunas,A,Masculino,6.3352704,-75.5666062,12.3037141373287,7-15 KM,12,16,1,4849.93146383976,0,252196.436119668
gd7vin19nxkiuhlxvzlsg3ngd7vin1h4,Medellín,6,49,1,1,1,1,1,0,0,0,Transporte integrado,,30,Carro propio uso individual,,,30,,,,,,,,,,,5000,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,mayor concentración en el trabajo y comodidad,1,,Taxi,,Tren,,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,el transporte publico contribucion con el medio ambiente ahorro tiempo desplazamientos,riesgo de infeccion en el transporte publico asi como problemas de de seguridad,D,Femenino,6.2086894,-75.5738147,4.14588828886836,1-5 KM,10,0,0,1361.87020665188,0,70817.2507458979
gdcd20otqnrc2na1dc3gdcd2uojf9qig,Bello,3,50,1,1,1,1,1,1,0,0,Tren,,25,Taxi,,,15,Gas natural,,1600,,2018,,,,,,6000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,independencia,1,,Taxi,,No requiero desplazarme,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,la salud,la seguridad vial,B,Masculino,6.3070353,-75.5543291,6.87206804952273,5-7 KM,12,0,0,2325.50782795849,0,120926.407053842
gdhpzj4hmqcxh67rmznigdhphc3hropy,Medellín,3,40,1,1,1,1,1,0,0,1,Bus o colectivo,,2,Tren,,,2,Gasolina,,2000,12000,2019,,,,,,5000,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,Taxi,,No requiero desplazarme,,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,yo utilizo el tranposte publico,la distancia,C,Masculino,6.1682998,-75.5914713,4.34075808863135,1-5 KM,10,0,1,1425.8823931804,0,74145.8844453807
gdqr35y97jwle8tbxkgdqr35yy0ygtq2,Medellín,2,23,0,0,1,0,0,0,0,1,Bus o colectivo,,20,Alimentador de sistema masivo,,,25,,no aplica,,0,0,,,,,,10000,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,,,no aplica,,no aplica,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,La distancia entre mi hogar y la oficina es significativa por ello es de mi total interés un medio accesible para transportarme hasta el trabajo.,No cuento con vehículo personal de ningún tipo ni licencia para el manejo de estos.,C,Masculino,6.2582247,-75.6305838,7.36791304566199,7-15 KM,2,0,1,484.052659548511,0,25170.7382965226
gdsyp5mjcurfixnxgdsyp8wx6guv8252,Medellín,4,36,0,1,1,0,1,1,1,0,Motocicleta 4T,,30,Carro propio uso individual,,,,Gasolina,,150,35000,2015,40000,40000,150000,700000,1500000,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,4,Motocicleta 4T,,Motocicleta 4T,,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,"Sostenibilidad, salud","Tiempo, poca agilidad",D,Femenino,6.2049811,-75.6013661,5.88912793891079,5-7 KM,10,4,0,2669.61232655311,1178.61118336,200107.622515482
gdz927ctypfd8955x9suzgdz927wkal7,Bello,3,43,1,1,1,1,1,0,0,1,Tren,,30,Tranvia,,,10,Electrico,,,0,0,,,,,,6000,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,Situación actual,1,,Taxi,,A pie o caminata,,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,Seguridad,Seguridad,D,Masculino,6.34018,-75.5444765,10.7564899453793,7-15 KM,10,0,1,3033.33016459697,0,157733.168559042
ge0i5r1hmo6g32xwge0i5lk5uzmwwi29,Medellín,5,52,1,1,1,1,1,0,0,0,Bus o colectivo,,30,Taxi,,,20,Gasolina,,1600,0,0,,,,,,5000,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,0,10,Bus o colectivo,,No requiero desplazarme,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Siempre he usado el transporte público, bus el 90% del tiempo y pienso seguir usándolo; puedo cambiar el transporte público por la caminada para el regreso a casa para hacer ejercicio y contribuir al medio ambiente; la bicicleta no me ánimo a usarla por los temas de inseguridad que tenemos en la ciudad.","La única barrera que tengo para caminar de ida y regreso, es la inseguridad de la ciudad, en la mañana es mas dificil sortearla, en la tarde no es tan complicado porque puedo usar una ruta un poco mas larga pero mas segura. La otra barrera es la contaminación ambiental, pero el uso del tapabocas puede ser una solución",D,Femenino,6.2638226,-75.5941632,3.63528408567927,1-5 KM,10,10,0,1194.14338835301,2135.16518691667,173124.045914023
gfmhawpjxzqdrbqdmfo5pgfmhawvygis,Medellín,3,42,1,1,1,1,1,0,0,1,Bus o colectivo,,30,A pie o caminata,,,55,,No tengo,,,,,,,,,4400,1,1,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,0,,A pie o caminata,,No requiero desplazarme,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,Me motiva salir a trabajar en bicicleta ademas de contribuir con el medio ambiente es mas seguro con la situación actual,No,D,Femenino,6.2263006,-75.5710814,2.17693105984923,1-5 KM,10,0,1,715.093448201182,0,37184.8593064615
gg75pldu0at3gexxtgg75pldhn44b8b2,Medellín,2,24,1,1,1,1,1,1,1,0,Tren,,1,Bus o colectivo,,,1,,,,,,,,,,,6200,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,Situación sanitaria,0,2,Tren,,Bus o colectivo,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Por la zona donde vivo tiene que ser publico,no,A,Femenino,6.2465864,-75.6338321,6.99549663169436,5-7 KM,14,2,0,2761.82207019293,366.6,162677.947650033
ggbc64hqlh50z86l5ggbc64m83kdbv39,Medellín,3,31,1,1,1,1,1,0,0,1,Bus o colectivo,,60,Motocicleta 4T,,,20,,,,,,,,,,,9200,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,se optimiza el tiempo de desplazarse a la empresa y se inicia a laborara,0,1,Bus o colectivo,,Bus o colectivo,,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,ya uso algunos sistema del transporte publico,no,C,Femenino,6.2309596,-75.5526562,4.66411265402376,1-5 KM,10,1,1,1532.10014872754,213.516518691667,90772.0667057989
ggva8f6dslehggva8gzsj8mkun2atubg,Medellín,5,29,1,1,1,0,1,1,1,0,Bicicleta mecanica,,10,Carro propio uso individual,,,15,Gasolina,,1200,75000,2011,,,,,,6000,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,1,,Bicicleta mecanica,,No requiero desplazarme,,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,"Cuidado del medio ambiente, ser sostenibles",No me gustan ni las patinetas y las bicicletas electricas propias porque a largo plazo le hacen mas daño al planeta porque no se dispone de buena manera las baterias,D,Masculino,6.2280726,-75.5670605,1.93059563953084,1-5 KM,10,0,0,0,0,0
giijtozgvg1wmq9dt9giijtoz63j5q3x,Medellín,3,51,0,0,0,0,0,0,0,0,Tren,,50,Cable,,,15,,,,,,,,,,,5200,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,ninguna,1,,Tren,,A pie o caminata,,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Si,no,A,Femenino,6.2836292,-75.607174,7.48180109585373,7-15 KM,10,0,0,0,0,0
gj766s20mgyovjlodngj76orbfxhfuoa,Medellín,5,39,1,1,1,1,1,0,0,0,Tren,,30,No utilizo otros medios de transporte,,,,,,,,,,,,,,6000,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,Rendimiento,1,,Taxi,,No requiero desplazarme,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,"Ambientales, comodidad, velocidad-tiempo",Seguridad-Salud,D,Masculino,6.1852769,-75.5803719,6.82864750773576,5-7 KM,10,0,0,1925.67859718148,0,100135.287053437
gjlvibyvoyg54yiigjlvibyxh5slegen,Bello,2,30,1,1,1,1,1,0,0,1,Alimentador de sistema masivo,,20,Tren,,,40,,,,,,,,,,,10000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,1,Taxi,,A pie o caminata,,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,,"Distancia de mi casa al lugar de trabajo, riesgo de accidente en las vías de la ciudad",C,Femenino,6.3301912,-75.5394001,14.5927716983528,7-15 KM,10,1,1,4793.53509399165,1677.74354345,336506.489146966
gl8whejlnk2ewfm2xs5qkgl8whb5jirr,Medellín,6,29,1,1,1,1,1,0,0,0,Carro propio uso individual,,15,Carro compartido conductor,,2,15,Gasolina,,2000,39000,2017,120000,130000,500000,500000,5000000,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,,0,2,Uber o similares,,No requiero desplazarme,,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,,,A,Femenino,6.2181215,-75.5719809,0.745834516077995,<1 KM,10,2,0,1925.10622128002,3355.4870869,274590.852025361
gnkp5hcx43a8nkh6gnkp562pnco34xaz,Bello,3,31,1,1,1,1,1,0,0,1,Bus o colectivo,,70,Alimentador de sistema masivo,,,60,Gasolina,,1200,68000,2012,,,,,,8800,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,seguridad,0,0,Taxi,,No requiero desplazarme,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,necesidad de economía,inseguridad con salud publica,A,Masculino,6.3548231,-75.567331,14.4564334289584,7-15 KM,10,0,1,4748.74975146005,0,246934.987075923
gnyyacoqyulylzd80ueyogpgnyyacstk,Medellín,3,29,1,1,1,1,1,1,0,1,Transporte integrado,,10,Bus o colectivo,,,15,,,,,,,,,,,6000,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,Bus o colectivo,,No requiero desplazarme,,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,"La bicicleta sería una excelente opción para evitar aglomeraciones, posibles contagios y adicional se ejercita el cuerpo.","Economía si es taxi o Uber, y si es bicicleta no cuento con una propia y las del Encicla no me genera confianza por ser públicas",B,Femenino,6.1905781,-75.6005111,7.24832701532261,7-15 KM,12,0,1,2857.17701658543,0,148573.204862442
